dive_id,mode,date,depth,time,max_depth,depth_minus,max_depth_minus,duration,temp,date_lub,date_lub_min,date_day
32,3,2023-02-19 14:43:27,1.26,0,2.17,-1.26,-2.17,6,21.9999943,2023-02-19T14:43:27Z,2023-02-19T14:43:00Z,2023-02-20T00:00:00Z
32,3,2023-02-19 14:43:27,1.97,2,2.17,-1.97,-2.17,6,21.9999943,2023-02-19T14:43:27Z,2023-02-19T14:43:00Z,2023-02-20T00:00:00Z
32,3,2023-02-19 14:43:27,1.53,4,2.17,-1.53,-2.17,6,21.9999943,2023-02-19T14:43:27Z,2023-02-19T14:43:00Z,2023-02-20T00:00:00Z
32,3,2023-02-19 14:43:27,0.61,6,2.17,-0.61,-2.17,6,21.9999943,2023-02-19T14:43:27Z,2023-02-19T14:43:00Z,2023-02-20T00:00:00Z
33,3,2023-02-19 14:46:01,1.42,0,3.9,-1.42,-3.9,11,21.9999943,2023-02-19T14:46:01Z,2023-02-19T14:46:00Z,2023-02-20T00:00:00Z
33,3,2023-02-19 14:46:01,2.75,2,3.9,-2.75,-3.9,11,21.9999943,2023-02-19T14:46:01Z,2023-02-19T14:46:00Z,2023-02-20T00:00:00Z
33,3,2023-02-19 14:46:01,3.9,4,3.9,-3.9,-3.9,11,21.9999943,2023-02-19T14:46:01Z,2023-02-19T14:46:00Z,2023-02-20T00:00:00Z
33,3,2023-02-19 14:46:01,3.34,6,3.9,-3.34,-3.9,11,21.9999943,2023-02-19T14:46:01Z,2023-02-19T14:46:00Z,2023-02-20T00:00:00Z
33,3,2023-02-19 14:46:01,2.78,8,3.9,-2.78,-3.9,11,21.9999943,2023-02-19T14:46:01Z,2023-02-19T14:46:00Z,2023-02-20T00:00:00Z
33,3,2023-02-19 14:46:01,1.18,10,3.9,-1.18,-3.9,11,21.9999943,2023-02-19T14:46:01Z,2023-02-19T14:46:00Z,2023-02-20T00:00:00Z
34,3,2023-02-19 14:47:54,2.12,0,2.99,-2.12,-2.99,9,21.9999943,2023-02-19T14:47:54Z,2023-02-19T14:48:00Z,2023-02-20T00:00:00Z
34,3,2023-02-19 14:47:54,2.81,2,2.99,-2.81,-2.99,9,21.9999943,2023-02-19T14:47:54Z,2023-02-19T14:48:00Z,2023-02-20T00:00:00Z
34,3,2023-02-19 14:47:54,2.99,4,2.99,-2.99,-2.99,9,21.9999943,2023-02-19T14:47:54Z,2023-02-19T14:48:00Z,2023-02-20T00:00:00Z
34,3,2023-02-19 14:47:54,2.3,6,2.99,-2.3,-2.99,9,21.9999943,2023-02-19T14:47:54Z,2023-02-19T14:48:00Z,2023-02-20T00:00:00Z
34,3,2023-02-19 14:47:54,1.41,8,2.99,-1.41,-2.99,9,21.9999943,2023-02-19T14:47:54Z,2023-02-19T14:48:00Z,2023-02-20T00:00:00Z
35,3,2023-02-19 14:49:25,1.46,0,4.77,-1.46,-4.77,16,21.9999943,2023-02-19T14:49:25Z,2023-02-19T14:49:00Z,2023-02-20T00:00:00Z
35,3,2023-02-19 14:49:25,2.12,2,4.77,-2.12,-4.77,16,21.9999943,2023-02-19T14:49:25Z,2023-02-19T14:49:00Z,2023-02-20T00:00:00Z
35,3,2023-02-19 14:49:25,3.01,4,4.77,-3.01,-4.77,16,21.9999943,2023-02-19T14:49:25Z,2023-02-19T14:49:00Z,2023-02-20T00:00:00Z
35,3,2023-02-19 14:49:25,3.75,6,4.77,-3.75,-4.77,16,21.9999943,2023-02-19T14:49:25Z,2023-02-19T14:49:00Z,2023-02-20T00:00:00Z
35,3,2023-02-19 14:49:25,4.77,8,4.77,-4.77,-4.77,16,21.9999943,2023-02-19T14:49:25Z,2023-02-19T14:49:00Z,2023-02-20T00:00:00Z
35,3,2023-02-19 14:49:25,4.51,10,4.77,-4.51,-4.77,16,21.9999943,2023-02-19T14:49:25Z,2023-02-19T14:49:00Z,2023-02-20T00:00:00Z
35,3,2023-02-19 14:49:25,3.71,12,4.77,-3.71,-4.77,16,21.9999943,2023-02-19T14:49:25Z,2023-02-19T14:49:00Z,2023-02-20T00:00:00Z
35,3,2023-02-19 14:49:25,2.56,14,4.77,-2.56,-4.77,16,21.9999943,2023-02-19T14:49:25Z,2023-02-19T14:49:00Z,2023-02-20T00:00:00Z
35,3,2023-02-19 14:49:25,0.3,16,4.77,-0.3,-4.77,16,21.9999943,2023-02-19T14:49:25Z,2023-02-19T14:49:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,1.3,0,5.31,-1.3,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,2.12,2,5.31,-2.12,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,2.9,4,5.31,-2.9,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,3.66,6,5.31,-3.66,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,4.32,8,5.31,-4.32,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,4.83,10,5.31,-4.83,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,5.31,12,5.31,-5.31,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,4.83,14,5.31,-4.83,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,3.84,16,5.31,-3.84,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,2.38,18,5.31,-2.38,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
36,3,2023-02-19 14:52:35,0.43,20,5.31,-0.43,-5.31,20,21.9999943,2023-02-19T14:52:35Z,2023-02-19T14:53:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,1.61,0,8,-1.61,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,2.53,2,8,-2.53,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,3.48,4,8,-3.48,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,4.16,6,8,-4.16,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,4.95,8,8,-4.95,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,5.75,10,8,-5.75,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,6.64,12,8,-6.64,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,7.75,14,8,-7.75,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,7.96,16,8,-7.96,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,7.53,18,8,-7.53,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,6.11,20,8,-6.11,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,3.93,22,8,-3.93,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
37,3,2023-02-19 14:54:54,2,24,8,-2,-8,25,21.9999943,2023-02-19T14:54:54Z,2023-02-19T14:55:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,1.79,0,11.33,-1.79,-11.33,45,22.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,2.57,2,11.33,-2.57,-11.33,45,22.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,3.77,4,11.33,-3.77,-11.33,45,22.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,3.96,6,11.33,-3.96,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,4.79,8,11.33,-4.79,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,5.89,10,11.33,-5.89,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,5.96,12,11.33,-5.96,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,7.04,14,11.33,-7.04,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,7.82,16,11.33,-7.82,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,8.44,18,11.33,-8.44,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,9.08,20,11.33,-9.08,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,10,22,11.33,-10,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,10.76,24,11.33,-10.76,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,10.94,26,11.33,-10.94,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,11.33,28,11.33,-11.33,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,10.8,30,11.33,-10.8,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,10.56,32,11.33,-10.56,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,9.83,34,11.33,-9.83,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,8.56,36,11.33,-8.56,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,7.08,38,11.33,-7.08,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,5.53,40,11.33,-5.53,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,3.52,42,11.33,-3.52,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
38,3,2023-02-19 14:58:56,1.19,44,11.33,-1.19,-11.33,45,21.9999943,2023-02-19T14:58:56Z,2023-02-19T14:59:00Z,2023-02-20T00:00:00Z
39,3,2023-02-19 15:08:34,1.29,0,1.91,-1.29,-1.91,4,21.9999943,2023-02-19T15:08:34Z,2023-02-19T15:09:00Z,2023-02-20T00:00:00Z
39,3,2023-02-19 15:08:34,1.91,2,1.91,-1.91,-1.91,4,21.9999943,2023-02-19T15:08:34Z,2023-02-19T15:09:00Z,2023-02-20T00:00:00Z
39,3,2023-02-19 15:08:34,0.87,4,1.91,-0.87,-1.91,4,21.9999943,2023-02-19T15:08:34Z,2023-02-19T15:09:00Z,2023-02-20T00:00:00Z
40,3,2023-02-19 15:09:41,1.64,0,1.64,-1.64,-1.64,3,21.9999943,2023-02-19T15:09:41Z,2023-02-19T15:10:00Z,2023-02-20T00:00:00Z
40,3,2023-02-19 15:09:41,1.14,2,1.64,-1.14,-1.64,3,21.9999943,2023-02-19T15:09:41Z,2023-02-19T15:10:00Z,2023-02-20T00:00:00Z
41,3,2023-02-19 15:10:44,1.69,0,1.69,-1.69,-1.69,3,21.9999943,2023-02-19T15:10:44Z,2023-02-19T15:11:00Z,2023-02-20T00:00:00Z
41,3,2023-02-19 15:10:44,1.11,2,1.69,-1.11,-1.69,3,21.9999943,2023-02-19T15:10:44Z,2023-02-19T15:11:00Z,2023-02-20T00:00:00Z
42,3,2023-02-19 15:11:34,1.72,0,1.72,-1.72,-1.72,3,21.9999943,2023-02-19T15:11:34Z,2023-02-19T15:12:00Z,2023-02-20T00:00:00Z
42,3,2023-02-19 15:11:34,1.21,2,1.72,-1.21,-1.72,3,21.9999943,2023-02-19T15:11:34Z,2023-02-19T15:12:00Z,2023-02-20T00:00:00Z
43,3,2023-02-19 15:12:39,1.71,0,1.71,-1.71,-1.71,3,21.9999943,2023-02-19T15:12:39Z,2023-02-19T15:13:00Z,2023-02-20T00:00:00Z
43,3,2023-02-19 15:12:39,1.09,2,1.71,-1.09,-1.71,3,21.9999943,2023-02-19T15:12:39Z,2023-02-19T15:13:00Z,2023-02-20T00:00:00Z
44,3,2023-02-19 15:13:37,1.8,0,1.8,-1.8,-1.8,6,21.9999943,2023-02-19T15:13:37Z,2023-02-19T15:14:00Z,2023-02-20T00:00:00Z
44,3,2023-02-19 15:13:37,1.43,2,1.8,-1.43,-1.8,6,21.9999943,2023-02-19T15:13:37Z,2023-02-19T15:14:00Z,2023-02-20T00:00:00Z
44,3,2023-02-19 15:13:37,1.54,4,1.8,-1.54,-1.8,6,21.9999943,2023-02-19T15:13:37Z,2023-02-19T15:14:00Z,2023-02-20T00:00:00Z
44,3,2023-02-19 15:13:37,0.24,6,1.8,-0.24,-1.8,6,21.9999943,2023-02-19T15:13:37Z,2023-02-19T15:14:00Z,2023-02-20T00:00:00Z
45,3,2023-02-19 15:16:50,1.3,0,1.3,-1.3,-1.3,3,21.9999943,2023-02-19T15:16:50Z,2023-02-19T15:17:00Z,2023-02-20T00:00:00Z
45,3,2023-02-19 15:16:50,1.19,2,1.3,-1.19,-1.3,3,21.9999943,2023-02-19T15:16:50Z,2023-02-19T15:17:00Z,2023-02-20T00:00:00Z
46,3,2023-02-19 15:17:49,1.28,0,1.62,-1.28,-1.62,4,21.9999943,2023-02-19T15:17:49Z,2023-02-19T15:18:00Z,2023-02-20T00:00:00Z
46,3,2023-02-19 15:17:49,1.62,2,1.62,-1.62,-1.62,4,21.9999943,2023-02-19T15:17:49Z,2023-02-19T15:18:00Z,2023-02-20T00:00:00Z
46,3,2023-02-19 15:17:49,0.27,4,1.62,-0.27,-1.62,4,21.9999943,2023-02-19T15:17:49Z,2023-02-19T15:18:00Z,2023-02-20T00:00:00Z
47,3,2023-02-19 15:18:36,1.46,0,1.65,-1.46,-1.65,5,21.9999943,2023-02-19T15:18:36Z,2023-02-19T15:19:00Z,2023-02-20T00:00:00Z
47,3,2023-02-19 15:18:36,1.63,2,1.65,-1.63,-1.65,5,21.9999943,2023-02-19T15:18:36Z,2023-02-19T15:19:00Z,2023-02-20T00:00:00Z
47,3,2023-02-19 15:18:36,0.94,4,1.65,-0.94,-1.65,5,21.9999943,2023-02-19T15:18:36Z,2023-02-19T15:19:00Z,2023-02-20T00:00:00Z
48,3,2023-02-20 10:35:33,1.5,0,1.5,-1.5,-1.5,2,21.9999943,2023-02-20T10:35:33Z,2023-02-20T10:36:00Z,2023-02-20T00:00:00Z
48,3,2023-02-20 10:35:33,0.7,2,1.5,-0.7,-1.5,2,21.9999943,2023-02-20T10:35:33Z,2023-02-20T10:36:00Z,2023-02-20T00:00:00Z
49,3,2023-02-20 10:36:07,1.4,0,1.4,-1.4,-1.4,2,21.9999943,2023-02-20T10:36:07Z,2023-02-20T10:36:00Z,2023-02-20T00:00:00Z
49,3,2023-02-20 10:36:07,0.65,2,1.4,-0.65,-1.4,2,21.9999943,2023-02-20T10:36:07Z,2023-02-20T10:36:00Z,2023-02-20T00:00:00Z
50,3,2023-02-20 10:37:19,1.24,0,1.43,-1.24,-1.43,3,21.9999943,2023-02-20T10:37:19Z,2023-02-20T10:37:00Z,2023-02-20T00:00:00Z
50,3,2023-02-20 10:37:19,1.43,2,1.43,-1.43,-1.43,3,21.9999943,2023-02-20T10:37:19Z,2023-02-20T10:37:00Z,2023-02-20T00:00:00Z
51,3,2023-02-20 10:38:13,1.5,0,1.5,-1.5,-1.5,2,21.9999943,2023-02-20T10:38:13Z,2023-02-20T10:38:00Z,2023-02-20T00:00:00Z
51,3,2023-02-20 10:38:13,0.72,2,1.5,-0.72,-1.5,2,21.9999943,2023-02-20T10:38:13Z,2023-02-20T10:38:00Z,2023-02-20T00:00:00Z
52,3,2023-02-20 10:40:07,1.88,0,1.88,-1.88,-1.88,4,21.9999943,2023-02-20T10:40:07Z,2023-02-20T10:40:00Z,2023-02-20T00:00:00Z
52,3,2023-02-20 10:40:07,1.59,2,1.88,-1.59,-1.88,4,21.9999943,2023-02-20T10:40:07Z,2023-02-20T10:40:00Z,2023-02-20T00:00:00Z
52,3,2023-02-20 10:40:07,0.81,4,1.88,-0.81,-1.88,4,21.9999943,2023-02-20T10:40:07Z,2023-02-20T10:40:00Z,2023-02-20T00:00:00Z
53,3,2023-02-20 10:41:18,1.77,0,1.9,-1.77,-1.9,4,21.9999943,2023-02-20T10:41:18Z,2023-02-20T10:41:00Z,2023-02-20T00:00:00Z
53,3,2023-02-20 10:41:18,1.9,2,1.9,-1.9,-1.9,4,21.9999943,2023-02-20T10:41:18Z,2023-02-20T10:41:00Z,2023-02-20T00:00:00Z
53,3,2023-02-20 10:41:18,0.52,4,1.9,-0.52,-1.9,4,21.9999943,2023-02-20T10:41:18Z,2023-02-20T10:41:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,1.62,0,9.12,-1.62,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,1.69,2,9.12,-1.69,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,2.82,4,9.12,-2.82,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,3.78,6,9.12,-3.78,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,3.97,8,9.12,-3.97,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,5.1,10,9.12,-5.1,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,5.84,12,9.12,-5.84,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,6.07,14,9.12,-6.07,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,7.11,16,9.12,-7.11,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,7.6,18,9.12,-7.6,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,7.67,20,9.12,-7.67,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,7.81,22,9.12,-7.81,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,8.2,24,9.12,-8.2,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,8.26,26,9.12,-8.26,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,7.53,28,9.12,-7.53,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,6.91,30,9.12,-6.91,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,6.66,32,9.12,-6.66,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,7.46,34,9.12,-7.46,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,7.89,36,9.12,-7.89,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,8.63,38,9.12,-8.63,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,8.81,40,9.12,-8.81,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,9.12,42,9.12,-9.12,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,8.85,44,9.12,-8.85,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,7.54,46,9.12,-7.54,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,5.88,48,9.12,-5.88,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,3.85,50,9.12,-3.85,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
54,3,2023-02-20 10:50:43,1.48,52,9.12,-1.48,-9.12,53,21.9999943,2023-02-20T10:50:43Z,2023-02-20T10:51:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,1.37,0,10.44,-1.37,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,1.62,2,10.44,-1.62,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,2.62,4,10.44,-2.62,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,3.45,6,10.44,-3.45,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,3.93,8,10.44,-3.93,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,4.7,10,10.44,-4.7,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,5.36,12,10.44,-5.36,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,6.18,14,10.44,-6.18,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,7.22,16,10.44,-7.22,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,7.32,18,10.44,-7.32,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,8.41,20,10.44,-8.41,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,8.94,22,10.44,-8.94,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,8.69,24,10.44,-8.69,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,8.89,26,10.44,-8.89,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,9.93,28,10.44,-9.93,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,10.11,30,10.44,-10.11,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,10.44,32,10.44,-10.44,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,10.26,34,10.44,-10.26,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,10.07,36,10.44,-10.07,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
55,3,2023-02-20 10:56:16,9.91,38,10.44,-9.91,-10.44,51,21.9999943,2023-02-20T10:56:16Z,2023-02-20T10:56:00Z,2023-02-20T00:00:00Z
